mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.08539140224456787,0.011915471615576175,0.13155026435852052,0.012230674180984133,11,{'n_neighbors': 11},-11862302667.368475,-11218742898.919474,-11915220349.141285,-11612349339.906902,-11297068672.057787,-11387838035.410753,-11672643288.596973,-11252788676.03214,-11243174758.144997,-11603417326.172829,-11506554601.175161,248254785.7356336,11
0.11201684474945069,0.014662836328086818,0.20390419960021972,0.049642769257175645,12,{'n_neighbors': 12},-12531912936.800983,-11873840457.629015,-12583547344.543863,-12285756154.717075,-12016772308.722416,-12052720428.343145,-12470202869.354088,-11938430346.727297,-11961133406.861423,-12393556230.345966,-12210787248.404528,257110575.0090217,12
0.087992262840271,0.011638128055580912,0.1575089931488037,0.026762622326583975,13,{'n_neighbors': 13},-13236689738.267801,-12553957632.271856,-13241042986.080578,-12912197953.58417,-12690892542.431332,-12710163468.099125,-13180855543.357979,-12604191938.936056,-12631680875.995785,-13109292723.84338,-12887096540.286808,266428995.27996373,13
0.09629144668579101,0.023331997887203037,0.17054486274719238,0.03924461546775326,14,{'n_neighbors': 14},-13859782368.694,-13159466631.807997,-13888946590.352617,-13509580303.504492,-13322678730.624905,-13355195683.87807,-13865025339.930246,-13239460799.353643,-13261042625.358541,-13763803067.630268,-13522498214.113476,277838774.3721364,14
0.0859304666519165,0.017027193302450658,0.14742016792297363,0.030922658046995823,15,{'n_neighbors': 15},-14455771046.675634,-13767099355.080961,-14477380199.559088,-14087315547.270844,-13899861587.367426,-13937397180.355345,-14490424666.516178,-13859232754.74953,-13883382212.99615,-14372349566.127766,-14123021411.669895,277968637.2671227,15
0.07723751068115234,0.011681003970805032,0.14940955638885497,0.027491197607787326,16,{'n_neighbors': 16},-15012900465.414286,-14292215318.10281,-15059511497.654497,-14644045106.752203,-14486790198.663334,-14495022520.06197,-15027958365.072464,-14477193509.021532,-14492701248.571575,-14923168885.14385,-14691150711.445852,270784443.41256315,16
0.07451672554016113,0.008949460044707636,0.1368802547454834,0.004964012341055476,17,{'n_neighbors': 17},-15495219661.57113,-14810060713.442764,-15586720017.634167,-15146988776.198565,-15045983832.223679,-14988346031.986782,-15535436040.437416,-15018489516.45195,-15041603885.988165,-15402193986.158457,-15207104246.209305,259040279.97049606,17
0.07611873149871826,0.012809781288812064,0.14739348888397216,0.027310092563916533,18,{'n_neighbors': 18},-15949239231.704554,-15257712425.698545,-16058675360.301596,-15620972286.10108,-15556032693.778051,-15478238526.716768,-16014331667.388237,-15499755789.56669,-15537287830.372316,-15847815280.770878,-15682006109.239872,254268670.93880042,18
0.0744924783706665,0.006404277471846146,0.14759397506713867,0.011023622496038677,19,{'n_neighbors': 19},-16363116043.298447,-15700685596.697971,-16493034116.725334,-16056833291.074673,-16016729141.421328,-15903872432.404552,-16477185430.09511,-15950153805.209023,-15991297282.422222,-16265476135.643412,-16121838327.499207,250913037.289883,19
0.07481544017791748,0.008544477996495698,0.15278306007385253,0.02292996520735808,20,{'n_neighbors': 20},-16730873708.647749,-16132968545.818928,-16883070073.770536,-16431121443.744942,-16466163164.46509,-16333930519.718782,-16911109967.279764,-16358863525.683119,-16418336150.87624,-16646388260.083935,-16531282536.008907,239889379.56592947,20
0.07211911678314209,0.0032905770335180935,0.149422287940979,0.00820345420099148,21,{'n_neighbors': 21},-17075795898.56872,-16524989367.04423,-17244862250.96325,-16796916661.56369,-16824344071.759857,-16729892682.931437,-17316064868.851925,-16774158940.440765,-16823111463.755205,-17019224960.59894,-16912936116.647802,233056343.5833529,21
0.07851934432983398,0.011639337890895309,0.16634087562561034,0.017191608258480085,22,{'n_neighbors': 22},-17419535461.973125,-16895419339.410944,-17579810667.311207,-17148949422.77099,-17164227616.010227,-17119349749.294594,-17673089981.35969,-17147598721.80088,-17193610700.20787,-17342314409.020473,-17268390606.916,222641666.39371026,22
0.08247251510620117,0.011288073836602484,0.17055988311767578,0.018007418713517267,23,{'n_neighbors': 23},-17724337913.603374,-17219557428.362965,-17876462768.42012,-17487970835.39479,-17479176720.069508,-17479191570.83773,-18027872378.663193,-17510231904.663548,-17523890172.01989,-17628089099.678368,-17595678079.17135,218151232.27938944,23
0.07685608863830566,0.012034330932375733,0.16573121547698974,0.017450330449816354,24,{'n_neighbors': 24},-18022699080.284348,-17531178270.905457,-18158516135.200024,-17802421298.516098,-17766782294.945248,-17800346069.008785,-18354576345.30975,-17829706799.838448,-17826697302.36956,-17904090891.834892,-17899701448.821266,217275057.8071431,24
0.07500836849212647,0.00741104618083957,0.17261621952056885,0.018411042176229735,25,{'n_neighbors': 25},-18310032496.814453,-17814048963.28738,-18399831080.292877,-18090648824.024765,-18034340961.794285,-18101654220.52791,-18657322414.08567,-18115417021.203163,-18106812003.541935,-18124863489.17284,-18175497147.47453,217874728.58589154,25
0.08543083667755128,0.012155693485685173,0.20041415691375733,0.03460447135280801,26,{'n_neighbors': 26},-18539073707.656902,-18080929901.92886,-18655844380.75483,-18361081506.765804,-18281506108.046047,-18405479475.774784,-18935064849.93234,-18339584158.000664,-18344776407.870556,-18352349221.183395,-18429568971.79142,221067979.48329484,26
0.09166791439056396,0.02025732617860372,0.21561291217803955,0.029012143570789656,27,{'n_neighbors': 27},-18759251369.5496,-18307343397.629593,-18863694548.674435,-18616551838.89427,-18529202693.224674,-18628421505.113506,-19172963532.729095,-18559885274.77772,-18578137347.25319,-18547302603.652477,-18656275411.149853,220934351.73564836,27
0.08129465579986572,0.008343120605218659,0.19733505249023436,0.024376516788964905,28,{'n_neighbors': 28},-18972915329.1578,-18531750161.46465,-19051565511.44675,-18845116471.03407,-18750913283.591595,-18856073545.50463,-19403968406.892647,-18761084757.811024,-18799276867.95819,-18744473480.578674,-18871713781.544003,221512849.04445148,28
0.10805380344390869,0.029855626318752573,0.269632363319397,0.06720526335306351,29,{'n_neighbors': 29},-19186013843.141888,-18756426729.80946,-19255375106.384617,-19036220479.7885,-18960756697.478973,-19093539587.042416,-19644238389.182228,-18958720127.123123,-18999905624.69075,-18936187600.338806,-19082738418.498077,228715948.14267954,29
